"Timestamp","Lot","Model1","Model2","Model3","time","diff"
"2016-07-10T13:30:00","BHMBCCMKT01","10.02","10.57","11.57","1752083145822","1"
"2016-07-10T14:03:00","BHMBCCMKT01","10.02","10.31","11.31","1752083145824","1"
"2016-07-10T14:30:00","BHMBCCMKT01","10.02","10.47","11.47","1752083145826","1"
"2016-07-10T15:04:00","BHMBCCMKT01","10.01","10.45","11.45","1752083145828","1"
"2016-07-10T15:30:00","BHMBCCMKT01","10.01","10.35","11.35","1752083145830","1"
"2016-07-10T15:57:00","BHMBCCMKT01","10.01","10.35","11.35","1752083145834","1"
"2016-07-10T16:30:00","BHMBCCMKT01","10.01","10.34","11.34","1752083145836","1"
"2016-08-10T07:57:00","BHMBCCMKT01","10.01","10.27","11.27","1752083145838","1"
"2016-08-10T08:30:00","BHMBCCMKT01","10.01","10.33","11.33","1752083145840","1"
"2016-08-10T08:57:00","BHMBCCMKT01","10.01","10.37","11.37","1752083145842","1"
"2016-08-10T09:30:00","BHMBCCMKT01","10.01","10.34","11.34","1752083145844","1"
"2016-08-10T10:04:00","BHMBCCMKT01","10.01","10.41","11.41","1752083145846","1"
"2016-08-10T10:30:00","BHMBCCMKT01","10.02","10.51","11.51","1752083145850","1"
"2016-08-10T10:57:00","BHMBCCMKT01","10.02","10.58","11.58","1752083145852","1"
"2016-08-10T11:30:00","BHMBCCMKT01","10.02","10.48","11.48","1752083145854","1"
"2016-08-10T12:04:00","BHMBCCMKT01","10.03","10.59","11.59","1752083145856","1"
"2016-08-10T12:30:00","BHMBCCMKT01","10.03","10.66","11.66","1752083145858","1"
"2016-08-10T13:04:00","BHMBCCMKT01","10.03","10.6","11.6","1752083145860","1"
"2016-08-10T13:30:00","BHMBCCMKT01","10.03","10.6","11.6","1752083145862","1"
"2016-08-10T14:03:00","BHMBCCMKT01","10.03","10.41","11.41","1752083145866","1"
"2016-08-10T14:30:00","BHMBCCMKT01","10.03","10.51","11.51","1752083145868","1"
"2016-08-10T14:57:00","BHMBCCMKT01","10.03","10.51","11.51","1752083145870","1"
"2016-08-10T15:30:00","BHMBCCMKT01","10.04","10.45","11.45","1752083145872","1"
"2016-08-10T16:04:00","BHMBCCMKT01","10.03","10.39","11.39","1752083145874","1"
"2016-08-10T16:30:00","BHMBCCMKT01","10.03","10.48","11.48","1752083145876","1"
"2016-09-10T08:04:00","BHMBCCMKT01","10.0","10.41","11.41","1752083145878","1"
"2016-09-10T08:30:00","BHMBCCMKT01","10.0","10.31","11.31","1752083145882","1"
"2016-09-10T09:04:00","BHMBCCMKT01","10.0","10.41","11.41","1752083145884","1"
"2016-09-10T09:30:00","BHMBCCMKT01","10.0","10.41","11.41","1752083145886","1"
"2016-09-10T09:57:00","BHMBCCMKT01","10.0","10.47","11.47","1752083145888","1"
"2016-09-10T10:30:00","BHMBCCMKT01","10.01","10.51","11.51","1752083145890","1"
"2016-09-10T11:04:00","BHMBCCMKT01","10.01","10.76","11.76","1752083145892","1"
"2016-09-10T11:30:00","BHMBCCMKT01","10.01","10.66","11.66","1752083145894","1"
"2016-09-10T11:57:00","BHMBCCMKT01","10.01","10.67","11.67","1752083145898","1"
"2016-09-10T12:30:00","BHMBCCMKT01","10.01","10.87","11.87","1752083145900","1"
"2016-09-10T13:04:00","BHMBCCMKT01","10.02","10.71","11.71","1752083145902","1"
"2016-09-10T13:30:00","BHMBCCMKT01","10.02","10.68","11.68","1752083145922","1"
"2016-09-10T14:03:00","BHMBCCMKT01","10.02","10.66","11.66","1752083145922","1"
"2016-09-10T14:30:00","BHMBCCMKT01","10.02","10.62","11.62","1752083145924","1"
"2016-09-10T15:04:00","BHMBCCMKT01","10.02","10.49","11.49","1752083145924","1"
"2016-09-10T15:30:00","BHMBCCMKT01","10.02","10.49","11.49","1752083145928","1"
"2016-09-10T16:30:00","BHMBCCMKT01","10.01","10.42","11.42","1752083145930","1"
"2016-09-10T16:03:00","BHMBCCMKT01","10.01","10.59","11.59","1752083145930","1"
"2016-10-10T08:30:00","BHMBCCMKT01","10.0","10.37","11.37","1752083145936","1"
"2016-10-10T08:04:00","BHMBCCMKT01","10.0","10.17","11.17","1752083145936","1"
"2016-10-10T09:04:00","BHMBCCMKT01","10.01","10.27","11.27","1752083145938","1"
"2016-10-10T09:30:00","BHMBCCMKT01","10.01","10.23","11.23","1752083145940","1"
"2016-10-10T10:03:00","BHMBCCMKT01","10.01","10.34","11.34","1752083145942","1"
"2016-10-10T10:30:00","BHMBCCMKT01","10.01","10.46","11.46","1752083145944","1"
"2016-10-10T10:57:00","BHMBCCMKT01","10.01","10.4","11.4","1752083145948","1"
"2016-10-10T11:30:00","BHMBCCMKT01","10.01","10.47","11.47","1752083145950","1"
"2016-10-10T11:57:00","BHMBCCMKT01","10.01","10.47","11.47","1752083145952","1"
"2016-10-10T12:30:00","BHMBCCMKT01","10.01","10.51","11.51","1752083145954","1"
"2016-10-10T13:04:00","BHMBCCMKT01","10.02","10.63","11.63","1752083145956","1"
"2016-10-10T13:30:00","BHMBCCMKT01","10.01","10.51","11.51","1752083145958","1"
"2016-10-10T14:03:00","BHMBCCMKT01","10.01","10.45","11.45","1752083145962","1"
"2016-10-10T14:30:00","BHMBCCMKT01","10.01","10.41","11.41","1752083145964","1"
"2016-10-10T14:57:00","BHMBCCMKT01","10.01","10.46","11.46","1752083145966","1"
"2016-10-10T15:30:00","BHMBCCMKT01","10.01","10.18","11.18","1752083145968","1"
"2016-10-10T15:57:00","BHMBCCMKT01","10.01","10.4","11.4","1752083145970","1"
"2016-10-10T16:30:00","BHMBCCMKT01","10.01","10.44","11.44","1752083145972","1"
"2016-11-10T08:04:00","BHMBCCMKT01","10.0","10.17","11.17","1752083145974","1"
"2016-11-10T08:30:00","BHMBCCMKT01","10.01","10.27","11.27","1752083145978","1"
"2016-11-10T08:57:00","BHMBCCMKT01","10.01","10.37","11.37","1752083145980","1"
"2016-11-10T09:30:00","BHMBCCMKT01","10.01","10.24","11.24","1752083145982","1"
"2016-11-10T09:57:00","BHMBCCMKT01","10.01","10.24","11.24","1752083145984","1"
"2016-11-10T10:30:00","BHMBCCMKT01","10.01","10.41","11.41","1752083145986","1"
"2016-11-10T10:57:00","BHMBCCMKT01","10.02","10.41","11.41","1752083145988","1"
"2016-11-10T12:03:00","BHMBCCMKT01","10.02","10.58","11.58","1752083145992","1"
"2016-11-10T11:30:00","BHMBCCMKT01","10.02","10.54","11.54","1752083145992","1"
"2016-11-10T12:30:00","BHMBCCMKT01","10.02","10.64","11.64","1752083145996","1"
"2016-11-10T13:04:00","BHMBCCMKT01","10.02","10.52","11.52","1752083145998","1"
"2016-11-10T13:31:00","BHMBCCMKT01","10.02","10.52","11.52","1752083146000","1"
"2016-11-10T14:04:00","BHMBCCMKT01","10.02","10.38","11.38","1752083146002","1"
"2016-11-10T14:30:00","BHMBCCMKT01","10.02","10.41","11.41","1752083146004","1"
"2016-11-10T15:03:00","BHMBCCMKT01","10.01","10.25","11.25","1752083146006","1"
"2016-11-10T15:33:00","BHMBCCMKT01","10.01","10.35","11.35","1752083146008","1"
"2016-11-10T16:01:00","BHMBCCMKT01","10.01","10.19","11.19","1752083146014","1"
"2016-11-10T16:26:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146014","1"
"2016-12-10T08:04:00","BHMBCCMKT01","10.0","10.17","11.17","1752083146016","1"
"2016-12-10T08:31:00","BHMBCCMKT01","10.0","10.33","11.33","1752083146018","1"
"2016-12-10T09:03:00","BHMBCCMKT01","10.01","10.17","11.17","1752083146020","1"
"2016-12-10T09:26:00","BHMBCCMKT01","10.01","10.27","11.27","1752083146022","1"
"2016-12-10T10:01:00","BHMBCCMKT01","10.01","10.4","11.4","1752083146024","1"
"2016-12-10T10:31:00","BHMBCCMKT01","10.01","10.3","11.3","1752083146028","1"
"2016-12-10T11:04:00","BHMBCCMKT01","10.01","10.36","11.36","1752083146030","1"
"2016-12-10T11:31:00","BHMBCCMKT01","10.01","10.46","11.46","1752083146032","1"
"2016-12-10T12:31:00","BHMBCCMKT01","10.01","10.53","11.53","1752083146036","1"
"2016-12-10T12:04:00","BHMBCCMKT01","10.01","10.5","11.5","1752083146036","1"
"2016-12-10T13:04:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146038","1"
"2016-12-10T13:34:00","BHMBCCMKT01","10.01","10.51","11.51","1752083146040","1"
"2016-12-10T14:03:00","BHMBCCMKT01","10.01","10.35","11.35","1752083146044","1"
"2016-12-10T14:34:00","BHMBCCMKT01","10.01","10.37","11.37","1752083146046","1"
"2016-12-10T15:01:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146048","1"
"2016-12-10T15:30:00","BHMBCCMKT01","10.01","10.44","11.44","1752083146050","1"
"2016-12-10T15:57:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146052","1"
"2016-12-10T16:31:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146054","1"
"2016-01-11T08:06:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146058","1"
"2016-01-11T08:26:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146060","1"
"2016-01-11T09:00:00","BHMBCCMKT01","10.01","10.33","11.33","1752083146062","1"
"2016-01-11T09:26:00","BHMBCCMKT01","10.01","10.28","11.28","1752083146064","1"
"2016-01-11T10:00:00","BHMBCCMKT01","10.01","10.5","11.5","1752083146066","1"
"2016-01-11T10:26:00","BHMBCCMKT01","10.01","10.57","11.57","1752083146068","1"
"2016-01-11T11:00:00","BHMBCCMKT01","10.02","10.53","11.53","1752083146072","1"
"2016-01-11T11:26:00","BHMBCCMKT01","10.02","10.38","11.38","1752083146074","1"
"2016-01-11T12:00:00","BHMBCCMKT01","10.02","10.58","11.58","1752083146078","1"
"2016-01-11T12:26:00","BHMBCCMKT01","10.02","10.58","11.58","1752083146080","1"
"2016-01-11T13:00:00","BHMBCCMKT01","10.02","10.64","11.64","1752083146082","1"
"2016-01-11T13:26:00","BHMBCCMKT01","10.02","10.58","11.58","1752083146084","1"
"2016-01-11T14:00:00","BHMBCCMKT01","10.02","10.48","11.48","1752083146086","1"
"2016-01-11T14:26:00","BHMBCCMKT01","10.02","10.51","11.51","1752083146088","1"
"2016-01-11T15:00:00","BHMBCCMKT01","10.02","10.25","11.25","1752083146090","1"
"2016-01-11T15:27:00","BHMBCCMKT01","10.01","10.25","11.25","1752083146092","1"
"2016-01-11T16:00:00","BHMBCCMKT01","10.01","10.29","11.29","1752083146096","1"
"2016-01-11T16:33:00","BHMBCCMKT01","10.01","10.28","11.28","1752083146098","1"
"2016-02-11T07:56:00","BHMBCCMKT01","10.0","10.17","11.17","1752083146100","1"
"2016-02-11T08:30:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146102","1"
"2016-02-11T08:56:00","BHMBCCMKT01","10.0","10.33","11.33","1752083146104","1"
"2016-02-11T09:30:00","BHMBCCMKT01","10.01","10.33","11.33","1752083146106","1"
"2016-02-11T09:56:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146108","1"
"2016-02-11T10:29:00","BHMBCCMKT01","10.01","10.4","11.4","1752083146112","1"
"2016-02-11T10:56:00","BHMBCCMKT01","10.01","10.4","11.4","1752083146114","1"
"2016-02-11T11:30:00","BHMBCCMKT01","10.01","10.47","11.47","1752083146118","1"
"2016-02-11T11:56:00","BHMBCCMKT01","10.01","10.43","11.43","1752083146118","1"
"2016-02-11T12:30:00","BHMBCCMKT01","10.02","10.57","11.57","1752083146120","1"
"2016-02-11T13:03:00","BHMBCCMKT01","10.02","10.47","11.47","1752083146122","1"
"2016-02-11T13:30:00","BHMBCCMKT01","10.02","10.47","11.47","1752083146124","1"
"2016-02-11T14:03:00","BHMBCCMKT01","10.02","10.31","11.31","1752083146128","1"
"2016-02-11T14:30:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146130","1"
"2016-02-11T14:56:00","BHMBCCMKT01","10.01","10.47","11.47","1752083146132","1"
"2016-02-11T15:29:00","BHMBCCMKT01","10.01","10.3","11.3","1752083146134","1"
"2016-02-11T16:03:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146136","1"
"2016-02-11T16:30:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146138","1"
"2016-03-11T08:00:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146142","1"
"2016-03-11T08:26:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146144","1"
"2016-03-11T09:00:00","BHMBCCMKT01","10.01","10.27","11.27","1752083146146","1"
"2016-03-11T09:26:00","BHMBCCMKT01","10.01","10.27","11.27","1752083146148","1"
"2016-03-11T10:00:00","BHMBCCMKT01","10.01","10.4","11.4","1752083146150","1"
"2016-03-11T10:26:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146152","1"
"2016-03-11T11:00:00","BHMBCCMKT01","10.02","10.53","11.53","1752083146154","1"
"2016-03-11T11:26:00","BHMBCCMKT01","10.02","10.51","11.51","1752083146158","1"
"2016-03-11T12:00:00","BHMBCCMKT01","10.02","10.57","11.57","1752083146160","1"
"2016-03-11T12:26:00","BHMBCCMKT01","10.02","10.67","11.67","1752083146162","1"
"2016-03-11T12:59:00","BHMBCCMKT01","10.02","10.67","11.67","1752083146164","1"
"2016-03-11T13:26:00","BHMBCCMKT01","10.02","10.67","11.67","1752083146166","1"
"2016-03-11T13:59:00","BHMBCCMKT01","10.02","10.53","11.53","1752083146168","1"
"2016-03-11T14:26:00","BHMBCCMKT01","10.02","10.45","11.45","1752083146170","1"
"2016-03-11T15:00:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146174","1"
"2016-03-11T15:26:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146176","1"
"2016-03-11T16:30:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146200","1"
"2016-03-11T16:03:00","BHMBCCMKT01","10.01","10.28","11.28","1752083146200","1"
"2016-04-11T08:26:00","BHMBCCMKT01","10.0","10.17","11.17","1752083146206","1"
"2016-04-11T08:00:00","BHMBCCMKT01","10.0","10.17","11.17","1752083146206","1"
"2016-04-11T08:59:00","BHMBCCMKT01","10.01","10.17","11.17","1752083146206","1"
"2016-04-11T09:33:00","BHMBCCMKT01","10.01","10.28","11.28","1752083146208","1"
"2016-04-11T10:00:00","BHMBCCMKT01","10.01","10.44","11.44","1752083146210","1"
"2016-04-11T10:26:00","BHMBCCMKT01","10.01","10.4","11.4","1752083146212","1"
"2016-04-11T11:00:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146214","1"
"2016-04-11T11:33:00","BHMBCCMKT01","10.02","10.61","11.61","1752083146218","1"
"2016-04-11T12:00:00","BHMBCCMKT01","10.02","10.57","11.57","1752083146220","1"
"2016-04-11T12:33:00","BHMBCCMKT01","10.02","10.51","11.51","1752083146222","1"
"2016-04-11T13:00:00","BHMBCCMKT01","10.01","10.51","11.51","1752083146224","1"
"2016-04-11T13:26:00","BHMBCCMKT01","10.02","10.51","11.51","1752083146226","1"
"2016-04-11T13:59:00","BHMBCCMKT01","10.02","10.47","11.47","1752083146228","1"
"2016-04-11T14:26:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146230","1"
"2016-04-11T15:00:00","BHMBCCMKT01","10.01","10.35","11.35","1752083146234","1"
"2016-04-11T15:26:00","BHMBCCMKT01","10.01","10.25","11.25","1752083146236","1"
"2016-04-11T16:00:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146238","1"
"2016-04-11T16:26:00","BHMBCCMKT01","10.01","10.18","11.18","1752083146240","1"
"2016-05-11T08:00:00","BHMBCCMKT01","10.0","10.33","11.33","1752083146242","1"
"2016-05-11T08:26:00","BHMBCCMKT01","10.0","10.17","11.17","1752083146244","1"
"2016-05-11T08:59:00","BHMBCCMKT01","10.01","10.27","11.27","1752083146246","1"
"2016-05-11T09:26:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146248","1"
"2016-05-11T09:59:00","BHMBCCMKT01","10.01","10.28","11.28","1752083146252","1"
"2016-05-11T10:33:00","BHMBCCMKT01","10.02","10.41","11.41","1752083146254","1"
"2016-05-11T10:59:00","BHMBCCMKT01","10.02","10.38","11.38","1752083146256","1"
"2016-05-11T11:26:00","BHMBCCMKT01","10.02","10.54","11.54","1752083146258","1"
"2016-05-11T12:06:00","BHMBCCMKT01","10.02","10.65","11.65","1752083146260","1"
"2016-05-11T12:26:00","BHMBCCMKT01","10.02","10.59","11.59","1752083146262","1"
"2016-05-11T13:00:00","BHMBCCMKT01","10.03","10.5","11.5","1752083146264","1"
"2016-05-11T13:33:00","BHMBCCMKT01","10.03","10.6","11.6","1752083146268","1"
"2016-05-11T13:59:00","BHMBCCMKT01","10.03","10.46","11.46","1752083146270","1"
"2016-05-11T14:26:00","BHMBCCMKT01","10.03","10.5","11.5","1752083146272","1"
"2016-05-11T15:00:00","BHMBCCMKT01","10.03","10.44","11.44","1752083146274","1"
"2016-05-11T15:26:00","BHMBCCMKT01","10.03","10.39","11.39","1752083146276","1"
"2016-05-11T16:00:00","BHMBCCMKT01","10.03","10.38","11.38","1752083146278","1"
"2016-05-11T16:26:00","BHMBCCMKT01","10.03","10.38","11.38","1752083146280","1"
"2016-06-11T08:00:00","BHMBCCMKT01","10.0","10.41","11.41","1752083146284","1"
"2016-06-11T08:26:00","BHMBCCMKT01","10.0","10.45","11.45","1752083146286","1"
"2016-06-11T09:00:00","BHMBCCMKT01","10.0","10.41","11.41","1752083146288","1"
"2016-06-11T09:33:00","BHMBCCMKT01","10.0","10.47","11.47","1752083146290","1"
"2016-06-11T10:00:00","BHMBCCMKT01","10.0","10.47","11.47","1752083146292","1"
"2016-06-11T10:26:00","BHMBCCMKT01","10.0","10.47","11.47","1752083146294","1"
"2016-06-11T10:59:00","BHMBCCMKT01","10.01","10.63","11.63","1752083146296","1"
"2016-06-11T11:26:00","BHMBCCMKT01","10.01","10.6","11.6","1752083146300","1"
"2016-06-11T11:59:00","BHMBCCMKT01","10.01","10.6","11.6","1752083146302","1"
"2016-06-11T12:26:00","BHMBCCMKT01","10.01","10.77","11.77","1752083146304","1"
"2016-06-11T13:06:00","BHMBCCMKT01","10.02","10.71","11.71","1752083146306","1"
"2016-06-11T13:26:00","BHMBCCMKT01","10.02","10.77","11.77","1752083146308","1"
"2016-06-11T13:59:00","BHMBCCMKT01","10.02","10.68","11.68","1752083146310","1"
"2016-06-11T14:33:00","BHMBCCMKT01","10.02","10.72","11.72","1752083146318","1"
"2016-06-11T15:00:00","BHMBCCMKT01","10.02","10.56","11.56","1752083146318","1"
"2016-06-11T15:26:00","BHMBCCMKT01","10.02","10.39","11.39","1752083146320","1"
"2016-06-11T15:59:00","BHMBCCMKT01","10.01","10.49","11.49","1752083146322","1"
"2016-06-11T16:26:00","BHMBCCMKT01","10.01","10.42","11.42","1752083146324","1"
"2016-07-11T08:00:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146328","1"
"2016-07-11T08:26:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146332","1"
"2016-07-11T08:59:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146332","1"
"2016-07-11T09:26:00","BHMBCCMKT01","10.01","10.33","11.33","1752083146334","1"
"2016-07-11T09:59:00","BHMBCCMKT01","10.01","10.44","11.44","1752083146336","1"
"2016-07-11T10:26:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146338","1"
"2016-07-11T10:59:00","BHMBCCMKT01","10.01","10.44","11.44","1752083146340","1"
"2016-07-11T11:26:00","BHMBCCMKT01","10.01","10.57","11.57","1752083146342","1"
"2016-07-11T11:59:00","BHMBCCMKT01","10.01","10.37","11.37","1752083146346","1"
"2016-07-11T12:26:00","BHMBCCMKT01","10.01","10.53","11.53","1752083146348","1"
"2016-07-11T12:59:00","BHMBCCMKT01","10.01","10.51","11.51","1752083146350","1"
"2016-07-11T13:33:00","BHMBCCMKT01","10.01","10.51","11.51","1752083146352","1"
"2016-07-11T13:59:00","BHMBCCMKT01","10.01","10.53","11.53","1752083146354","1"
"2016-07-11T14:33:00","BHMBCCMKT01","10.01","10.31","11.31","1752083146356","1"
"2016-07-11T15:00:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146358","1"
"2016-07-11T15:33:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146360","1"
"2016-07-11T16:00:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146362","1"
"2016-07-11T16:33:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146366","1"
"2016-08-11T07:59:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146368","1"
"2016-08-11T08:26:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146370","1"
"2016-08-11T08:59:00","BHMBCCMKT01","10.0","10.27","11.27","1752083146372","1"
"2016-08-11T09:26:00","BHMBCCMKT01","10.01","10.33","11.33","1752083146374","1"
"2016-08-11T09:59:00","BHMBCCMKT01","10.01","10.34","11.34","1752083146376","1"
"2016-08-11T10:33:00","BHMBCCMKT01","10.01","10.41","11.41","1752083146378","1"
"2016-08-11T11:00:00","BHMBCCMKT01","10.02","10.43","11.43","1752083146380","1"
"2016-08-11T11:33:00","BHMBCCMKT01","10.02","10.47","11.47","1752083146382","1"
"2016-08-11T11:59:00","BHMBCCMKT01","10.02","10.54","11.54","1752083146386","1"
"2016-08-11T12:27:00","BHMBCCMKT01","10.02","10.64","11.64","1752083146388","1"
"2016-08-11T13:00:00","BHMBCCMKT01","10.02","10.58","11.58","1752083146390","1"
"2016-08-11T13:34:00","BHMBCCMKT01","10.02","10.48","11.48","1752083146392","1"
"2016-08-11T14:00:00","BHMBCCMKT01","10.02","10.32","11.32","1752083146394","1"
"2016-08-11T14:26:00","BHMBCCMKT01","10.02","10.41","11.41","1752083146396","1"
"2016-08-11T15:00:00","BHMBCCMKT01","10.01","10.43","11.43","1752083146398","1"
