Timestamp,SystemCodeNumber,Latitude,Longitude,Capacity,Occupancy,QueueLength,TrafficLevel,VehicleWeight,IsSpecialDay,OccupancyRate
2016-06-10 15:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,158,2,0,1.0,0,0.274
2016-06-10 15:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,153,2,0,0.5,0,0.265
2016-06-10 16:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,135,1,0,0.5,0,0.234
2016-06-10 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,129,2,0,1.0,0,0.224
2016-07-10 08:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,58,2,0,1.0,0,0.101
2016-07-10 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,61,2,0,1.0,0,0.106
2016-07-10 09:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,75,1,0,1.0,0,0.13
2016-07-10 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,103,2,0,1.0,0,0.179
2016-07-10 09:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,128,2,0,0.5,0,0.222
2016-07-10 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,172,5,2,1.5,0,0.298
2016-07-10 10:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,188,3,0,1.0,0,0.326
2016-07-10 11:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,199,4,0,0.5,0,0.345
2016-07-10 12:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,210,7,2,1.0,0,0.364
2016-07-10 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,206,7,2,0.5,0,0.357
2016-07-10 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,200,7,2,1.0,0,0.347
2016-07-10 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,201,7,2,1.0,0,0.348
2016-07-10 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,193,3,0,0.5,0,0.334
2016-07-10 14:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,181,4,0,1.0,0,0.314
2016-07-10 15:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,172,2,0,1.5,0,0.298
2016-07-10 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,2,0,1.0,0,0.276
2016-07-10 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,158,2,0,1.0,0,0.274
2016-07-10 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,132,2,0,1.0,0,0.229
2016-08-10 07:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,58,1,0,1.0,0,0.101
2016-08-10 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,61,2,0,1.0,0,0.106
2016-08-10 08:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,75,1,0,1.5,0,0.13
2016-08-10 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,104,2,0,1.0,0,0.18
2016-08-10 10:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,158,3,0,1.0,0,0.274
2016-08-10 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,3,0,1.5,0,0.331
2016-08-10 10:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,223,4,0,1.5,0,0.386
2016-08-10 11:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,254,4,0,1.0,0,0.44
2016-08-10 12:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,306,7,2,1.0,0,0.53
2016-08-10 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,320,8,2,1.0,0,0.555
2016-08-10 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,348,7,2,1.0,0,0.603
2016-08-10 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,357,7,2,1.0,0,0.619
2016-08-10 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,395,4,0,0.5,0,0.685
2016-08-10 14:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,400,4,0,1.0,0,0.693
2016-08-10 14:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,395,4,0,1.0,0,0.685
2016-08-10 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,406,3,0,1.0,0,0.704
2016-08-10 16:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,381,2,0,1.0,0,0.66
2016-08-10 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,365,2,0,1.5,0,0.633
2016-09-10 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,42,2,0,1.0,1,0.073
2016-09-10 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,42,2,0,0.5,1,0.073
2016-09-10 09:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,43,2,0,1.0,1,0.075
2016-09-10 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,43,2,0,1.0,1,0.075
2016-09-10 09:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,50,3,0,1.0,1,0.087
2016-09-10 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,64,5,2,1.0,1,0.111
2016-09-10 11:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,100,6,0,1.5,1,0.173
2016-09-10 11:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,126,6,0,1.0,1,0.218
2016-09-10 11:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,148,6,0,1.0,1,0.256
2016-09-10 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,170,9,2,1.5,1,0.295
2016-09-10 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,189,8,2,1.0,1,0.328
2016-09-10 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,205,9,2,0.5,1,0.355
2016-09-10 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,208,7,2,1.0,1,0.36
2016-09-10 14:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,209,5,0,1.0,1,0.362
2016-09-10 15:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,3,0,1.0,1,0.331
2016-09-10 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,180,3,0,1.0,1,0.312
2016-09-10 16:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,155,3,0,1.5,1,0.269
2016-09-10 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,133,2,0,1.0,1,0.231
2016-10-10 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,54,1,0,0.5,0,0.094
2016-10-10 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,56,1,0,1.5,0,0.097
2016-10-10 09:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,65,1,0,1.0,0,0.113
2016-10-10 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,73,2,0,0.5,0,0.127
2016-10-10 10:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,92,2,0,1.0,0,0.159
2016-10-10 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,113,4,0,1.0,0,0.196
2016-10-10 10:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,144,3,0,1.0,0,0.25
2016-10-10 11:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,149,4,0,1.0,0,0.258
2016-10-10 11:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,4,0,1.0,0,0.276
2016-10-10 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,6,2,1.0,0,0.296
2016-10-10 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,176,5,0,1.5,0,0.305
2016-10-10 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,172,6,2,1.0,0,0.298
2016-10-10 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,161,5,2,1.0,0,0.279
2016-10-10 14:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,154,3,0,1.0,0,0.267
2016-10-10 14:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,137,4,0,1.0,0,0.237
2016-10-10 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,129,1,0,0.5,0,0.224
2016-10-10 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,130,3,0,1.0,0,0.225
2016-10-10 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,114,2,0,1.5,0,0.198
2016-11-10 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,56,1,0,0.5,0,0.097
2016-11-10 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,64,1,0,1.0,0,0.111
2016-11-10 08:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,74,1,0,1.5,0,0.128
2016-11-10 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,93,2,0,0.5,0,0.161
2016-11-10 09:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,129,2,0,0.5,0,0.224
2016-11-10 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,3,0,1.0,0,0.289
2016-11-10 10:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,200,3,0,1.0,0,0.347
2016-11-10 11:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,219,5,0,1.0,0,0.38
2016-11-10 12:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,225,7,2,1.0,0,0.39
2016-11-10 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,221,8,2,1.0,0,0.383
2016-11-10 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,217,6,2,1.0,0,0.376
2016-11-10 13:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,217,6,2,1.0,0,0.376
2016-11-10 14:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,208,4,0,0.5,0,0.36
2016-11-10 14:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,3,0,1.0,0,0.331
2016-11-10 15:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,2,0,0.5,0,0.289
2016-11-10 15:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,2,0,1.0,0,0.276
2016-11-10 16:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,150,1,0,0.5,0,0.26
2016-11-10 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,127,2,0,1.0,0,0.22
2016-12-10 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,51,1,0,0.5,0,0.088
2016-12-10 08:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,2,0,1.0,0,0.099
2016-12-10 09:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,64,1,0,0.5,0,0.111
2016-12-10 09:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,73,1,0,1.0,0,0.127
2016-12-10 10:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,99,3,0,1.0,0,0.172
2016-12-10 10:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,112,3,0,0.5,0,0.194
2016-12-10 11:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,127,4,0,0.5,0,0.22
2016-12-10 11:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,128,4,0,1.0,0,0.222
2016-12-10 12:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,143,6,2,1.0,0,0.248
2016-12-10 12:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,158,5,0,1.0,0,0.274
2016-12-10 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,157,6,2,0.5,0,0.272
2016-12-10 13:34:00,BHMBCCMKT01,26.14453614,91.73617216,577,164,6,2,1.0,0,0.284
2016-12-10 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,5,2,0.5,0,0.289
2016-12-10 14:34:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,4,0,0.5,0,0.276
2016-12-10 15:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,140,2,0,1.0,0,0.243
2016-12-10 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,128,2,0,1.5,0,0.222
2016-12-10 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,121,2,0,1.0,0,0.21
2016-12-10 16:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,111,2,0,1.0,0,0.192
2016-01-11 08:06:00,BHMBCCMKT01,26.14453614,91.73617216,577,50,1,0,1.0,0,0.087
2016-01-11 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,54,1,0,1.0,0,0.094
2016-01-11 09:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,69,2,0,1.0,0,0.12
2016-01-11 09:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,91,1,0,1.0,0,0.158
2016-01-11 10:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,135,3,0,1.5,0,0.234
2016-01-11 10:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,163,4,0,1.5,0,0.282
2016-01-11 11:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,185,5,0,1.0,0,0.321
2016-01-11 11:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,207,4,0,0.5,0,0.359
2016-01-11 12:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,239,7,2,1.0,0,0.414
2016-01-11 12:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,244,7,2,1.0,0,0.423
2016-01-11 13:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,243,8,2,1.0,0,0.421
2016-01-11 13:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,241,7,2,1.0,0,0.418
2016-01-11 14:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,229,4,0,1.0,0,0.397
2016-01-11 14:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,199,3,0,1.5,0,0.345
2016-01-11 15:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,180,2,0,0.5,0,0.312
2016-01-11 15:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,2,0,0.5,0,0.289
2016-01-11 16:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,153,1,0,1.0,0,0.265
2016-01-11 16:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,133,1,0,1.0,0,0.231
2016-02-11 07:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,50,1,0,0.5,0,0.087
2016-02-11 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,52,1,0,1.0,0,0.09
2016-02-11 08:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,2,0,1.0,0,0.099
2016-02-11 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,81,2,0,1.0,0,0.14
2016-02-11 09:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,97,2,0,1.0,0,0.168
2016-02-11 10:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,125,3,0,1.0,0,0.217
2016-02-11 10:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,144,3,0,1.0,0,0.25
2016-02-11 11:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,4,0,1.0,0,0.289
2016-02-11 11:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,169,5,0,0.5,0,0.293
2016-02-11 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,184,7,2,1.0,0,0.319
2016-02-11 13:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,192,4,0,1.0,0,0.333
2016-02-11 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,188,4,0,1.0,0,0.326
2016-02-11 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,188,3,0,0.5,0,0.326
2016-02-11 14:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,3,0,1.0,0,0.296
2016-02-11 14:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,153,4,0,1.0,0,0.265
2016-02-11 15:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,130,3,0,0.5,0,0.225
2016-02-11 16:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,125,2,0,1.0,0,0.217
2016-02-11 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,115,2,0,1.0,0,0.199
2016-03-11 08:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,51,1,0,1.0,0,0.088
2016-03-11 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,56,1,0,1.0,0,0.097
2016-03-11 09:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,60,1,0,1.0,0,0.104
2016-03-11 09:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,80,1,0,1.0,0,0.139
2016-03-11 10:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,119,3,0,1.0,0,0.206
2016-03-11 10:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,138,2,0,1.0,0,0.239
2016-03-11 11:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,185,5,0,1.0,0,0.321
2016-03-11 11:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,195,6,2,1.0,0,0.338
2016-03-11 12:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,195,7,2,1.0,0,0.338
2016-03-11 12:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,7,2,1.5,0,0.331
2016-03-11 12:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,196,7,2,1.5,0,0.34
2016-03-11 13:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,7,2,1.5,0,0.331
2016-03-11 13:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,187,5,0,1.0,0,0.324
2016-03-11 14:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,177,5,2,1.0,0,0.307
2016-03-11 15:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,154,3,0,1.0,0,0.267
2016-03-11 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,142,2,0,1.0,0,0.246
2016-03-11 16:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,120,1,0,1.0,0,0.208
2016-03-11 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,108,2,0,1.0,0,0.187
2016-04-11 08:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,48,1,0,0.5,0,0.083
2016-04-11 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,56,1,0,0.5,0,0.097
2016-04-11 08:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,71,1,0,0.5,0,0.123
2016-04-11 09:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,97,1,0,1.0,0,0.168
2016-04-11 10:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,115,2,0,1.5,0,0.199
2016-04-11 10:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,135,3,0,1.0,0,0.234
2016-04-11 11:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,154,6,2,0.5,0,0.267
2016-04-11 11:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,179,6,2,1.5,0,0.31
2016-04-11 12:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,183,7,2,1.0,0,0.317
2016-04-11 12:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,182,6,2,1.0,0,0.315
2016-04-11 13:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,6,2,1.0,0,0.296
2016-04-11 13:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,173,6,2,1.0,0,0.3
2016-04-11 13:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,179,4,0,1.0,0,0.31
2016-04-11 14:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,3,0,1.0,0,0.289
2016-04-11 15:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,156,2,0,1.0,0,0.27
2016-04-11 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,145,2,0,0.5,0,0.251
2016-04-11 16:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,136,2,0,1.0,0,0.236
2016-04-11 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,119,1,0,0.5,0,0.206
2016-05-11 08:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,43,2,0,1.0,0,0.075
2016-05-11 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,48,1,0,0.5,0,0.083
2016-05-11 08:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,59,1,0,1.0,0,0.102
2016-05-11 09:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,90,2,0,1.0,0,0.156
2016-05-11 09:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,135,1,0,1.0,0,0.234
2016-05-11 10:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,181,3,0,1.0,0,0.314
2016-05-11 10:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,224,4,0,0.5,0,0.388
2016-05-11 11:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,243,5,0,1.0,0,0.421
2016-05-11 12:06:00,BHMBCCMKT01,26.14453614,91.73617216,577,278,8,2,1.0,0,0.482
2016-05-11 12:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,288,7,2,1.0,0,0.499
2016-05-11 13:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,331,7,2,0.5,0,0.574
2016-05-11 13:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,351,7,2,1.0,0,0.608
2016-05-11 13:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,361,5,0,0.5,0,0.626
2016-05-11 14:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,346,4,0,1.0,0,0.6
2016-05-11 15:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,369,3,0,1.0,0,0.64
2016-05-11 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,390,2,0,1.0,0,0.676
2016-05-11 16:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,368,2,0,1.0,0,0.638
2016-05-11 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,340,2,0,1.0,0,0.589
2016-06-11 08:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,35,2,0,1.0,1,0.061
2016-06-11 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,35,1,0,1.5,1,0.061
2016-06-11 09:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,36,2,0,1.0,1,0.062
2016-06-11 09:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,39,3,0,1.0,1,0.068
